country,year,population,continent,life_exp,gdp_cap,ln_population,ln_life_exp,ln_gdpPercap
Guinea,2002,8807818,Africa,53.676,945.5835837,6.944868332,1.729780144,6.851802286
Guinea,2007,9947814,Africa,56.007,942.6542111,6.997727656,1.74824231,6.848699525
Guinea-Bissau,1952,580653,Africa,32.5,299.850319,5.763916674,1.511883361,5.703283413
Guinea-Bissau,1957,601095,Africa,33.489,431.7904566,5.778943115,1.524902179,6.067940416
Guinea-Bissau,1962,627820,Africa,34.488,522.0343725,5.797835147,1.53766801,6.257733433
Guinea-Bissau,1967,601287,Africa,35.492,715.5806402,5.779081814,1.550130473,6.573094297
Guinea-Bissau,1972,625361,Africa,36.486,820.2245876,5.796130793,1.562126254,6.70957819
Guinea-Bissau,1977,745228,Africa,37.465,764.7259628,5.872289164,1.573625737,6.639517551
Guinea-Bissau,1982,825987,Africa,39.327,838.1239671,5.916973212,1.594690818,6.731166022
Guinea-Bissau,1987,927524,Africa,41.245,736.4153921,5.967325156,1.615371308,6.601794351
Guinea-Bissau,1992,1050938,Africa,43.266,745.5398706,6.021577096,1.636146746,6.614108614
Guinea-Bissau,1997,1193708,Africa,44.873,796.6644681,6.076898104,1.651985105,6.680433597
Guinea-Bissau,2002,1332459,Africa,45.504,575.7047176,6.124653855,1.658049575,6.355594886
Guinea-Bissau,2007,1472041,Africa,46.388,579.231743,6.167919906,1.666405648,6.361702644
Haiti,1952,3201488,Americas,37.579,1840.366939,6.505351878,1.574945219,7.517720254
Haiti,1957,3507701,Americas,40.696,1726.887882,6.545022567,1.609551725,7.454076155
Haiti,1962,3880130,Americas,43.59,1796.589032,6.588846276,1.639386869,7.493645164
Haiti,1967,4318137,Americas,46.243,1452.057666,6.635296417,1.665046001,7.280736909
Haiti,1972,4698301,Americas,48.042,1654.456946,6.671940837,1.681621079,7.411228105
Haiti,1977,4908554,Americas,49.923,1874.298931,6.690953573,1.698300675,7.535989965
Haiti,1982,5198399,Americas,51.461,2011.159549,6.71586961,1.711478221,7.606466725
Haiti,1987,5756203,Americas,53.636,1823.015995,6.760136101,1.729456382,7.508247549
Haiti,1992,6326682,Americas,55.089,1456.309517,6.801176006,1.741064889,7.283660787
Haiti,1997,6913545,Americas,56.671,1341.726931,6.839700794,1.753360876,7.201712818
Haiti,2002,7607651,Americas,58.137,1270.364932,6.881250581,1.764452617,7.147059486
Haiti,2007,8502814,Americas,60.916,1201.637154,6.929562679,1.784731378,7.091440201
Honduras,1952,1517453,Americas,41.912,2194.926204,6.181115249,1.622338385,7.693903705
Honduras,1957,1770390,Americas,44.665,2220.487682,6.248068948,1.649967338,7.705482127
Honduras,1962,2090162,Americas,48.041,2291.156835,6.320179948,1.681612039,7.736812137
Honduras,1967,2500689,Americas,50.924,2538.269358,6.398059684,1.706922509,7.839237773
Honduras,1972,2965146,Americas,53.884,2529.842345,6.472046082,1.731459827,7.835912266
Honduras,1977,3055235,Americas,57.402,3203.208066,6.485044621,1.758927024,8.071908107
Honduras,1982,3669448,Americas,60.909,3121.760794,6.564600738,1.784681469,8.046152479
Honduras,1987,4372203,Americas,64.492,3023.096699,6.640700318,1.809505845,8.014036982
Honduras,1992,5077347,Americas,66.399,3081.694603,6.705636845,1.822161539,8.03323492
Honduras,1997,5867957,Americas,67.659,3160.454906,6.768486923,1.830325575,8.058471254
Honduras,2002,6677328,Americas,68.565,3099.72866,6.82460271,1.83610248,8.039069858
Honduras,2007,7483763,Americas,70.198,3548.330846,6.874120026,1.846324739,8.174232588
"Hong Kong, China",1952,2125900,Asia,60.96,3054.421209,6.327542832,1.785044958,8.024345397
"Hong Kong, China",1957,2736300,Asia,64.75,3629.076457,6.43716371,1.811239773,8.196733475
"Hong Kong, China",1962,3305200,Asia,67.65,4692.648272,6.519197744,1.830267801,8.453752366
"Hong Kong, China",1967,3722800,Asia,70,6197.962814,6.570869705,1.84509804,8.731975939
"Hong Kong, China",1972,4115700,Asia,72,8315.928145,6.614443711,1.857332496,9.025928008
"Hong Kong, China",1977,4583700,Asia,73.6,11186.14125,6.661216186,1.866877814,9.322430903
"Hong Kong, China",1982,5264500,Asia,75.45,14560.53051,6.72135713,1.877659244,9.586069757
"Hong Kong, China",1987,5584510,Asia,76.2,20038.47269,6.746985073,1.881954971,9.905409339
"Hong Kong, China",1992,5829696,Asia,77.601,24757.60301,6.765645908,1.889867318,10.11688791
"Hong Kong, China",1997,6495918,Asia,80,28377.63219,6.812640534,1.903089987,10.25335651
"Hong Kong, China",2002,6762476,Asia,81.495,30209.01516,6.830105737,1.911130964,10.31589567
"Hong Kong, China",2007,6980412,Asia,82.208,39724.97867,6.843881056,1.914914083,10.58973545
Hungary,1952,9504000,Europe,64.03,5263.673816,6.977906428,1.806383502,8.568584506
Hungary,1957,9839000,Europe,66.41,6040.180011,6.992950961,1.82223348,8.706189094
Hungary,1962,10063000,Europe,67.96,7550.359877,7.002727473,1.83225337,8.929350507
Hungary,1967,10223422,Europe,69.5,9326.64467,7.009596288,1.841984805,9.140630601
Hungary,1972,10394091,Europe,69.76,10168.65611,7.016786515,1.843606472,9.227065338
Hungary,1977,10637171,Europe,69.95,11674.83737,7.026826141,1.844787719,9.365191153
Hungary,1982,10705535,Europe,69.39,12545.99066,7.029608376,1.841296887,9.437156424
Hungary,1987,10612740,Europe,69.58,12986.47998,7.025827525,1.842484424,9.471664094
Hungary,1992,10348684,Europe,69.17,10535.62855,7.014885126,1.839917776,9.262517987
Hungary,1997,10244684,Europe,71.04,11712.7768,7.010498567,1.851502953,9.368435559
Hungary,2002,10083313,Europe,72.59,14843.93556,7.003603249,1.860876796,9.605346681
Hungary,2007,9956108,Europe,73.338,18008.94444,6.998089599,1.865329062,9.798623827
Iceland,1952,147962,Europe,72.49,7267.688428,5.170150193,1.8602781,8.89119356
Iceland,1957,165110,Europe,73.47,9244.001412,5.217773377,1.86611004,9.131730124
Iceland,1962,182053,Europe,73.68,10350.15906,5.26019784,1.867349617,9.244757167
Iceland,1967,198676,Europe,73.73,13319.89568,5.298145408,1.867644234,9.497014112
Iceland,1972,209275,Europe,74.46,15798.06362,5.320717351,1.871923032,9.667642656
Iceland,1977,221823,Europe,76.11,19654.96247,5.346006575,1.881441722,9.886085128
Iceland,1982,233997,Europe,76.99,23269.6075,5.369210289,1.88643432,10.05490339
Iceland,1987,244676,Europe,77.23,26923.20628,5.388591372,1.887786035,10.20074388
Iceland,1992,259012,Europe,78.77,25144.39201,5.413319885,1.896360845,10.13239017
Iceland,1997,271192,Europe,78.95,28061.09966,5.433276874,1.897352134,10.24213954
Iceland,2002,288030,Europe,80.5,31163.20196,5.459437724,1.90579588,10.34699325
Iceland,2007,301931,Europe,81.757,36180.78919,5.479907705,1.912524947,10.49628357
India,1952,372000000,Asia,37.373,546.5657493,8.57054294,1.572557961,6.30365461
India,1957,409000000,Asia,40.249,590.061996,8.611723308,1.604755095,6.380227609
India,1962,454000000,Asia,43.605,658.3471509,8.657055853,1.639536291,6.489732377
India,1967,506000000,Asia,47.193,700.7706107,8.704150517,1.673877586,6.552180602
India,1972,567000000,Asia,50.651,724.032527,8.753583059,1.704588024,6.584836318
India,1977,634000000,Asia,54.208,813.337323,8.802089258,1.734063384,6.701145935
India,1982,708000000,Asia,56.596,855.7235377,8.850033258,1.752785738,6.751947354
India,1987,788000000,Asia,58.553,976.5126756,8.896526217,1.767549151,6.883987731
India,1992,872000000,Asia,60.223,1164.406809,8.940516485,1.779762386,7.05996706
India,1997,959000000,Asia,61.765,1458.817442,8.981818607,1.790742446,7.285381415
India,2002,1034172547,Asia,62.879,1746.769454,9.014593005,1.798505626,7.465523335
India,2007,1110396331,Asia,64.698,2452.210407,9.045478018,1.810890856,7.804745104
Indonesia,1952,82052000,Asia,37.468,749.6816546,7.914089171,1.573660512,6.619648656
Indonesia,1957,90124000,Asia,39.918,858.9002707,7.954840459,1.601168774,6.755652816
Indonesia,1962,99028000,Asia,42.518,849.2897701,7.995758008,1.628572828,6.744400436
Indonesia,1967,109343000,Asia,45.964,762.4317721,8.038790985,1.662417816,6.636513025
Indonesia,1972,121282000,Asia,49.203,1111.107907,8.08379635,1.691991583,7.013112911
Indonesia,1977,136725000,Asia,52.702,1382.702056,8.135847932,1.721827097,7.231794875
Indonesia,1982,153343000,Asia,56.159,1516.872988,8.185663956,1.749419366,7.32440625
Indonesia,1987,169276000,Asia,60.137,1748.356961,8.228595388,1.779141759,7.466431746
Indonesia,1992,184816000,Asia,62.681,2383.140898,8.266739567,1.797135916,7.776174602
Indonesia,1997,199278000,Asia,66.041,3119.335603,8.299459356,1.819813641,8.04537531
Indonesia,2002,211060000,Asia,68.588,2873.91287,8.324405934,1.836248139,7.96342975
Indonesia,2007,223547000,Asia,70.65,3540.651564,8.349368846,1.849112166,8.172066047
Iran,1952,17272000,Asia,44.869,3035.326002,7.237342629,1.65194639,8.018074112
Iran,1957,19792000,Asia,47.181,3290.257643,7.296489682,1.673767142,8.098721152
Iran,1962,22874000,Asia,49.325,4187.329802,7.359342117,1.693067094,8.339818531
Iran,1967,26538000,Asia,52.469,5906.731805,7.42386819,1.719902787,8.683847963
Iran,1972,30614000,Asia,55.234,9613.818607,7.485920078,1.742206496,9.170956781
Iran,1977,35480679,Asia,57.702,11888.59508,7.549991922,1.761190866,9.383334823
Iran,1982,43072751,Asia,59.62,7608.334602,7.63420261,1.775391972,8.936999584
Iran,1987,51889696,Asia,63.04,6642.881371,7.715081126,1.799616204,8.80130109
Iran,1992,60397973,Asia,65.742,7235.653188,7.781022364,1.817842912,8.886775917
Iran,1997,63327987,Asia,68.042,8263.590301,7.801595683,1.832777071,9.019614433
Iran,2002,66907826,Asia,69.451,9240.761975,7.825476919,1.841678503,9.131379626
Iran,2007,69453570,Asia,70.964,11605.71449,7.841694574,1.851038087,9.359252884
Iraq,1952,5441766,Asia,45.32,4129.766056,6.735739863,1.656289901,8.325976039
Iraq,1957,6248643,Asia,48.437,6229.333562,6.795785713,1.685177237,8.737024634
Iraq,1962,7240260,Asia,51.457,8341.737815,6.859754162,1.711444463,9.029026845
Iraq,1967,8519282,Asia,54.459,8931.459811,6.930402994,1.736069662,9.097335133
Iraq,1972,10061506,Asia,56.95,9576.037596,7.002662991,1.755493728,9.167019173
Iraq,1977,11882916,Asia,60.413,14688.23507,7.074923027,1.781130403,9.594802117
Iraq,1982,14173318,Asia,62.038,14517.90711,7.151471531,1.792657788,9.58313814
Iraq,1987,16543189,Asia,65.044,11643.57268,7.218619231,1.813207241,9.362509605
Iraq,1992,17861905,Asia,59.461,3745.640687,7.251927775,1.774232209,8.228347959
Iraq,1997,20775703,Asia,58.811,3076.239795,7.317555728,1.769458564,8.031463284
Iraq,2002,24001816,Asia,57.046,4390.717312,7.380244102,1.756225198,8.38724789
Iraq,2007,27499638,Asia,59.545,4471.061906,7.439326977,1.7748453,8.405381222
Ireland,1952,2952156,Europe,66.91,5210.280328,6.470139303,1.82549103,8.558388939
Ireland,1957,2878220,Europe,68.9,5599.077872,6.459123987,1.838219222,8.630357197
Ireland,1962,2830000,Europe,70.29,6631.597314,6.451786436,1.846893543,8.799600976
Ireland,1967,2900100,Europe,71.08,7655.568963,6.462412973,1.851747419,8.943188631
Ireland,1972,3024400,Europe,71.28,9530.772896,6.480639229,1.852967691,9.162281095
Ireland,1977,3271900,Europe,72.03,11150.98113,6.514800022,1.857513415,9.319282767
Ireland,1982,3480000,Europe,73.1,12618.32141,6.541579244,1.863917377,9.442905117
Ireland,1987,3539900,Europe,74.36,13872.86652,6.548990994,1.871339381,9.537690162
Ireland,1992,3557761,Europe,75.467,17558.81555,6.55117677,1.877757086,9.773311413
Ireland,1997,3667233,Europe,76.122,24521.94713,6.564338504,1.88151019,10.1073238
Ireland,2002,3879155,Europe,77.783,34077.04939,6.588737133,1.890884689,10.4363794
Ireland,2007,4109086,Europe,78.885,40675.99635,6.613745231,1.89699443,10.61339343
Israel,1952,1620914,Asia,65.39,4086.522128,6.209759973,1.815511337,8.315449552
Israel,1957,1944401,Asia,67.84,5385.278451,6.288785836,1.831485839,8.591424297
Israel,1962,2310904,Asia,69.39,7105.630706,6.363781904,1.841296887,8.868642806
Israel,1967,2693585,Asia,70.75,8393.741404,6.430330685,1.849726444,9.035241636
Israel,1972,3095893,Asia,71.63,12786.93223,6.490785942,1.855094951,9.456179009
Israel,1977,3495918,Asia,73.06,13306.61921,6.543561237,1.863679668,9.496016875
Israel,1982,3858421,Asia,74.45,15367.0292,6.586409613,1.871864702,9.639979532
Israel,1987,4203148,Asia,75.6,17122.47986,6.623574683,1.878521796,9.748147491
Israel,1992,4936550,Asia,76.93,18051.52254,6.69342354,1.886095732,9.800985311
Israel,1997,5531387,Asia,78.269,20896.60924,6.742834045,1.893589785,9.947342187
Israel,2002,6029529,Asia,79.696,21905.59514,6.780283388,1.901436524,9.994497369
Israel,2007,6426679,Asia,80.745,25523.2771,6.807986608,1.907115639,10.14734614
Italy,1952,47666000,Europe,65.94,4931.404155,7.678208709,1.819148943,8.503379045
Italy,1957,49182000,Europe,67.81,6248.656232,7.691806185,1.831293744,8.740121717
Italy,1962,50843200,Europe,69.24,8243.58234,7.706232877,1.840357059,9.017190278
Italy,1967,52667100,Europe,71.06,10022.40131,7.721539406,1.851625203,9.212577998
Italy,1972,54365564,Europe,72.19,12269.27378,7.735323898,1.858477042,9.414853349
Italy,1977,56059245,Europe,73.48,14255.98475,7.748647244,1.866169148,9.56493208
Italy,1982,56535636,Europe,74.98,16537.4835,7.752322282,1.874945436,9.713384811
Italy,1987,56729703,Europe,76.42,19207.23482,7.75381051,1.883207033,9.863042301
Italy,1992,56840847,Europe,77.44,22013.64486,7.754660541,1.888965344,9.999417761
Italy,1997,57479469,Europe,78.82,24675.02446,7.759512747,1.896636431,10.11354686
Italy,2002,57926999,Europe,80.24,27968.09817,7.76288103,1.90439092,10.23881979
Italy,2007,58147733,Europe,80.546,28569.7197,7.764532788,1.906043978,10.26010268
Jamaica,1952,1426095,Americas,58.53,2898.530881,6.154148457,1.767378524,7.971959295
Jamaica,1957,1535090,Americas,62.61,4756.525781,6.186133843,1.796643704,8.467272803
Jamaica,1962,1665128,Americas,65.61,5246.107524,6.221447624,1.816970038,8.565241657
Jamaica,1967,1861096,Americas,67.51,6124.703451,6.269768776,1.829368108,8.720085618
Jamaica,1972,1997616,Americas,69,7433.889293,6.300512008,1.838849091,8.913804459
Jamaica,1977,2156814,Americas,70.11,6650.195573,6.333812694,1.845779967,8.802401543
Jamaica,1982,2298309,Americas,71.21,6068.05135,6.361408418,1.852540986,8.710792803
Jamaica,1987,2326606,Americas,71.77,6351.237495,6.366722844,1.855942946,8.756404954
Jamaica,1992,2378618,Americas,71.766,7404.923685,6.376324701,1.855918741,8.909900421
Jamaica,1997,2531311,Americas,72.262,7121.924704,6.403345506,1.858909977,8.870933291
Jamaica,2002,2664659,Americas,72.047,6994.774861,6.42564164,1.857615902,8.852918701
Jamaica,2007,2780132,Americas,72.567,7320.880262,6.444065417,1.860739169,8.898485854
Japan,1952,86459025,Asia,63.03,3216.956347,7.936810334,1.799547307,8.076190958
Japan,1957,91563009,Asia,65.5,4317.694365,7.961720056,1.8162413,8.370476827
Japan,1962,95831757,Asia,68.73,6576.649461,7.981509451,1.837146344,8.791280694
Japan,1967,100825279,Asia,71.43,9847.788607,8.003569432,1.85388065,9.195002202
Japan,1972,107188273,Asia,73.42,14778.78636,8.030147274,1.86581438,9.600948077
Japan,1977,113872473,Asia,75.38,16610.37701,8.056418752,1.877256133,9.7177829
Japan,1982,118454974,Asia,77.11,19384.10571,8.073553302,1.887110703,9.872208716
Japan,1987,122091325,Asia,78.67,22375.94189,8.086684807,1.89580915,10.01574164
Japan,1992,124329269,Asia,79.36,26824.89511,8.09457338,1.899601659,10.19708566
Japan,1997,125956499,Asia,80.69,28816.58499,8.100220581,1.906819715,10.26870637
Japan,2002,127065841,Asia,82,28604.5919,8.104028815,1.913813852,10.26132254
Japan,2007,127467972,Asia,82.603,31656.06806,8.105401076,1.91699582,10.36268513
Jordan,1952,607914,Asia,43.158,1546.907807,5.783842145,1.635061311,7.344013254
Jordan,1957,746559,Asia,45.669,1886.080591,5.873064135,1.659621502,7.542256193
Jordan,1962,933559,Asia,48.126,2348.009158,5.97014177,1.682379767,7.761323081
Jordan,1967,1255058,Asia,51.629,2741.796252,6.098663796,1.712893713,7.916368551
Jordan,1972,1613551,Asia,56.528,2110.856309,6.207782697,1.75226362,7.654848978
Jordan,1977,1937652,Asia,61.134,2852.351568,6.287275781,1.786282813,7.955899045
Jordan,1982,2347031,Asia,63.739,4161.415959,6.370518826,1.804405246,8.33361067
Jordan,1987,2820042,Asia,65.869,4448.679912,6.450255576,1.81868107,8.400362682
Jordan,1992,3867409,Asia,68.015,3431.593647,6.587420104,1.832604702,8.140780052
Jordan,1997,4526235,Asia,69.772,3645.379572,6.655737099,1.843681172,8.201215774
Jordan,2002,5307470,Asia,71.263,3844.917194,6.724887548,1.852864101,8.254507346
Jordan,2007,6053193,Asia,72.535,4519.461171,6.781984521,1.860547615,8.416148056
Kenya,1952,6464046,Africa,42.27,853.540919,6.810504438,1.626032248,6.749393484
Kenya,1957,7454779,Africa,44.686,944.4383152,6.872434773,1.650171481,6.850590375
Kenya,1962,8678557,Africa,47.949,896.9663732,6.93844752,1.680779554,6.799018373
Kenya,1967,10191512,Africa,50.654,1056.736457,7.00823862,1.704613746,6.962940624
Kenya,1972,12044785,Africa,53.559,1222.359968,7.080799052,1.72883246,7.108538669
Kenya,1977,14500404,Africa,56.155,1267.613204,7.161380102,1.749388432,7.144891044
Kenya,1982,17661452,Africa,58.766,1348.225791,7.247026405,1.769126131,7.206544778
Kenya,1987,21198082,Africa,59.339,1361.936856,7.326296568,1.773340223,7.216663124
Kenya,1992,25020539,Africa,59.285,1341.921721,7.398296661,1.772944824,7.201857986
Kenya,1997,28263827,Africa,54.407,1360.485021,7.451230966,1.73565478,7.215596548
Kenya,2002,31386842,Africa,50.992,1287.514732,7.496747621,1.707502046,7.160469075
Kenya,2007,35610177,Africa,54.11,1463.249282,7.551574132,1.733277534,7.288414777
"Korea, Dem. Rep.",1952,8865488,Asia,50.056,1088.277758,6.947702646,1.699456142,6.992351687
"Korea, Dem. Rep.",1957,9411381,Asia,54.081,1571.134655,6.973653355,1.733044713,7.359553348
"Korea, Dem. Rep.",1962,10917494,Asia,56.656,1621.693598,7.038122962,1.753245909,7.391226313
"Korea, Dem. Rep.",1967,12617009,Asia,59.942,2143.540609,7.100956413,1.777731229,7.670214231
"Korea, Dem. Rep.",1972,14781241,Asia,63.983,3701.621503,7.169710898,1.806064599,8.216526247
"Korea, Dem. Rep.",1977,16325320,Asia,67.159,4106.301249,7.212861703,1.827104221,8.320277963
"Korea, Dem. Rep.",1982,17647518,Asia,69.1,4106.525293,7.246683634,1.839478047,8.320332522
"Korea, Dem. Rep.",1987,19067554,Asia,70.647,4106.492315,7.280294985,1.849093724,8.320324492
"Korea, Dem. Rep.",1992,20711375,Asia,69.978,3726.063507,7.316208932,1.844961526,8.223107595
"Korea, Dem. Rep.",1997,21585105,Asia,67.727,1690.756814,7.334154166,1.830761839,7.432931527
"Korea, Dem. Rep.",2002,22215365,Asia,66.662,1646.758151,7.346653453,1.823878339,7.406563877
"Korea, Dem. Rep.",2007,23301725,Asia,67.297,1593.06548,7.367388073,1.827995704,7.373415414
"Korea, Rep.",1952,20947571,Asia,47.453,1030.592226,7.321133671,1.676263674,6.937888893
"Korea, Rep.",1957,22611552,Asia,52.681,1487.593537,7.354330372,1.72165401,7.304915017
"Korea, Rep.",1962,26420307,Asia,55.292,1536.344387,7.42193786,1.742662299,7.337161099
"Korea, Rep.",1967,30131000,Asia,57.716,2029.228142,7.479013545,1.761296225,7.615410774
"Korea, Rep.",1972,33505000,Asia,62.612,3030.87665,7.525109622,1.796657577,8.01660718
"Korea, Rep.",1977,36436000,Asia,64.766,4657.22102,7.561530693,1.811347076,8.446174202
"Korea, Rep.",1982,39326000,Asia,67.123,5622.942464,7.594679775,1.826871359,8.634610376
"Korea, Rep.",1987,41622000,Asia,69.81,8533.088805,7.619322945,1.843917638,9.051706686
"Korea, Rep.",1992,43805450,Asia,72.244,12104.27872,7.641528146,1.858801784,9.401314282
"Korea, Rep.",1997,46173816,Asia,74.647,15993.52796,7.664395768,1.873012358,9.679939417
"Korea, Rep.",2002,47969150,Asia,77.045,19233.98818,7.680962023,1.88674446,9.864434211
"Korea, Rep.",2007,49044790,Asia,78.623,23348.13973,7.690592879,1.895549611,10.05827259
Kuwait,1952,160000,Asia,55.565,108382.3529,5.204119983,1.744801319,11.59342056
Kuwait,1957,212846,Asia,58.033,113523.1329,5.328065493,1.763675022,11.63976191
Kuwait,1962,358266,Asia,60.47,95458.11176,5.554205595,1.781539969,11.46644281
Kuwait,1967,575003,Asia,64.624,80894.88326,5.759670111,1.810393836,11.30090585
Kuwait,1972,841934,Asia,67.712,109347.867,5.925278048,1.830665642,11.60228952
Kuwait,1977,1140357,Asia,69.343,59265.47714,6.057040833,1.841002627,10.98978224
Kuwait,1982,1497494,Asia,71.309,31354.03573,6.175365091,1.853144346,10.35309827
Kuwait,1987,1891487,Asia,74.174,28118.42998,6.276803361,1.8702517,10.24418051
Kuwait,1992,1418095,Asia,75.19,34932.91959,6.151705326,1.876160085,10.46118492
Kuwait,1997,1765345,Asia,76.156,40300.61996,6.246829592,1.881704125,10.60412213
Kuwait,2002,2111561,Asia,76.904,35110.10566,6.324603632,1.885948929,10.46624428
Kuwait,2007,2505559,Asia,77.588,47306.98978,6.398904634,1.889794557,10.76441334
Lebanon,1952,1439529,Asia,55.928,4834.804067,6.158220418,1.747629289,8.483595883
Lebanon,1957,1647412,Asia,59.489,6089.786934,6.216802225,1.774436669,8.714368374
Lebanon,1962,1886848,Asia,62.094,5714.560611,6.275736916,1.793049637,8.65077269
Lebanon,1967,2186894,Asia,63.87,6006.983042,6.339827733,1.805296916,8.700677912
Lebanon,1972,2680018,Asia,65.421,7486.384341,6.428137711,1.815717178,8.920841228
Lebanon,1977,3115787,Asia,66.099,8659.696836,6.493567761,1.820194889,9.066434994
Lebanon,1982,3086876,Asia,66.983,7640.519521,6.489519184,1.825964595,8.94122088
Lebanon,1987,3089353,Asia,67.926,5377.091329,6.489867535,1.832036041,8.589902862
Lebanon,1992,3219994,Asia,69.292,6890.806854,6.507855062,1.840683097,8.837943462
Lebanon,1997,3430388,Asia,70.265,8754.96385,6.535343244,1.846739051,9.077376116
Lebanon,2002,3677780,Asia,71.028,9313.93883,6.565585747,1.851429586,9.139267356
Lebanon,2007,3921278,Asia,71.993,10461.05868,6.593427633,1.857290271,9.255414945
Lesotho,1952,748747,Africa,42.138,298.8462121,5.874335095,1.624673919,5.6999291
Lesotho,1957,813338,Africa,45.047,335.9971151,5.910271063,1.653665874,5.817102574
Lesotho,1962,893143,Africa,47.747,411.8006266,5.950920999,1.67894609,6.020539316
Lesotho,1967,996380,Africa,48.492,498.6390265,5.998425002,1.685670096,6.21188244
Lesotho,1972,1116779,Africa,49.767,496.5815922,6.047967239,1.696941462,6.207747805
Lesotho,1977,1251524,Africa,52.208,745.3695408,6.097439182,1.717737056,6.613880123
Lesotho,1982,1411807,Africa,55.078,797.2631074,6.149775331,1.740978162,6.681184747
Lesotho,1987,1599200,Africa,57.18,773.9932141,6.203902781,1.757244151,6.651563106
Lesotho,1992,1803195,Africa,59.685,977.4862725,6.256042694,1.775865198,6.884984248
Lesotho,1997,1982823,Africa,55.558,1186.147994,6.297283948,1.744746603,7.078466356
Lesotho,2002,2046772,Africa,44.593,1275.184575,6.311069467,1.649266691,7.150846212
Lesotho,2007,2012649,Africa,42.592,1569.331442,6.303768042,1.629328034,7.358404975
Liberia,1952,863308,Africa,38.48,575.5729961,5.936165765,1.585235063,6.35536606
Liberia,1957,975950,Africa,39.486,620.9699901,5.989427568,1.596443141,6.431282756
Liberia,1962,1112796,Africa,40.502,634.1951625,6.046415556,1.607476469,6.452356734
Liberia,1967,1279406,Africa,41.536,713.6036483,6.107008383,1.618424671,6.570327694
Liberia,1972,1482628,Africa,42.614,803.0054535,6.171032198,1.629552302,6.688361505
Liberia,1977,1703617,Africa,43.764,640.3224383,6.231371965,1.641117009,6.461971859
Liberia,1982,1956875,Africa,44.852,572.1995694,6.291563085,1.651781813,6.349487828
Liberia,1987,2269414,Africa,46.027,506.1138573,6.35591373,1.663012669,6.226761658
Liberia,1992,1912974,Africa,40.802,636.6229191,6.281709067,1.610681452,6.456177517
Liberia,1997,2200725,Africa,42.221,609.1739508,6.342565777,1.625528515,6.41210386
Liberia,2002,2814651,Africa,43.753,531.4823679,6.449424553,1.641007837,6.275670023
Liberia,2007,3193942,Africa,45.678,414.5073415,6.504327025,1.65970708,6.027090686
Libya,1952,1019729,Africa,42.723,2387.54806,6.00848477,1.630661741,7.778022202
Libya,1957,1201578,Africa,45.289,3448.284395,6.079751968,1.655992731,8.14563211
Libya,1962,1441863,Africa,47.808,6757.030816,6.158923997,1.679500576,8.818338844
Libya,1967,1759224,Africa,50.227,18772.75169,6.245321141,1.700937239,9.840161719
Libya,1972,2183877,Africa,52.773,21011.49721,6.339228174,1.722411783,9.952825053
Libya,1977,2721783,Africa,57.442,21951.21176,6.434853497,1.759229553,9.996577622
Libya,1982,3344074,Africa,62.155,17364.27538,6.524275879,1.793476071,9.762170236
Libya,1987,3799845,Africa,66.234,11770.5898,6.579765882,1.821080984,9.373359309
Libya,1992,4364501,Africa,68.755,9640.138501,6.639934597,1.837304286,9.173690755
Libya,1997,4759670,Africa,71.555,9467.446056,6.677576843,1.854639986,9.155614462
Libya,2002,5368585,Africa,72.737,9534.677467,6.729859834,1.861755385,9.162690691
Libya,2007,6036914,Africa,73.952,12057.49928,6.780814989,1.868949924,9.397442092
Madagascar,1952,4762912,Africa,36.681,1443.011715,6.677872558,1.564441167,7.274487677
Madagascar,1957,5181679,Africa,38.865,1589.20275,6.714470505,1.589558672,7.370987754
Madagascar,1962,5703324,Africa,40.848,1643.38711,6.756128044,1.611170797,7.404514702
Madagascar,1967,6334556,Africa,42.881,1634.047282,6.80171618,1.632264905,7.398815211
Madagascar,1972,7082430,Africa,44.851,1748.562982,6.850182291,1.651772131,7.466549576
Madagascar,1977,8007166,Africa,46.881,1544.228586,6.903478832,1.670996867,7.342279768
Madagascar,1982,9171477,Africa,48.969,1302.878658,6.962439281,1.689921235,7.172331448
Madagascar,1987,10568642,Africa,49.35,1155.441948,7.024019187,1.693287157,7.052238189
Madagascar,1992,12210395,Africa,52.214,1040.67619,7.086729713,1.717786965,6.947625964
Madagascar,1997,14165114,Africa,54.978,986.2958956,7.151220074,1.740188937,6.893956407
Madagascar,2002,16473477,Africa,57.286,894.6370822,7.216785274,1.758048499,6.796418141
Madagascar,2007,19167654,Africa,59.443,1044.770126,7.282568961,1.77410072,6.951552165
Malawi,1952,2917802,Africa,36.256,369.1650802,6.465055818,1.559379888,5.911243916
Malawi,1957,3221238,Africa,37.207,416.3698064,6.508022814,1.570624654,6.031573823
Malawi,1962,3628608,Africa,38.41,427.9010856,6.559740054,1.584444307,6.05889206
Malawi,1967,4147252,Africa,39.487,495.5147806,6.617760425,1.59645414,6.205597183
Malawi,1972,4730997,Africa,41.766,584.6219709,6.674952673,1.620822884,6.370965435
Malawi,1977,5637246,Africa,43.767,663.2236766,6.751066987,1.641146779,6.497112304
Malawi,1982,6502825,Africa,45.642,632.8039209,6.813102067,1.659364667,6.450160613
Malawi,1987,7824747,Africa,47.457,635.5173634,6.893470304,1.676300281,6.454439413
Malawi,1992,10014249,Africa,49.42,563.2000145,7.000618386,1.693902741,6.333634831
Malawi,1997,10419991,Africa,47.495,692.2758103,7.017867344,1.676647892,6.539984446
